temperature,temp_excursion_magnitude,excursion_duration_min,humidity,delay_minutes,remaining_transit_min,cargo_sensitivity,route_risk,traffic_level,handling_events,refrigeration_condition,distance_km,cargo_type_encoded,spoilage_event
-18.92,0.0,0.0,70.3,30.6,65.1,3,0.187,3,0,1,478.7,0,1
3.45,0.0,0.0,72.3,53.5,208.1,3,0.118,1,0,3,217.5,1,1
6.97,0.0,0.0,57.2,64.3,119.5,3,0.059,1,0,2,231.9,1,1
-15.06,0.0,0.0,93.3,65.5,163.7,3,0.144,3,0,2,549.3,0,1
4.61,0.0,0.0,71.3,155.9,130.8,2,0.22,2,2,1,366.5,4,1
6.08,2.08,12.5,73.0,1.6,202.7,2,0.172,2,3,1,270.2,3,1
-14.08,0.92,23.8,91.4,61.7,129.4,3,0.259,2,3,2,572.8,0,1
3.11,0.0,0.0,58.3,5.5,36.0,2,0.462,2,1,3,195.9,3,1
2.95,0.0,0.0,63.7,91.9,59.5,3,0.14,1,3,1,61.8,2,0
-13.56,1.44,13.0,46.2,44.7,18.0,3,0.341,1,0,1,177.0,0,1
4.85,0.0,0.0,62.4,160.7,202.1,3,0.086,1,0,1,74.3,2,1
-17.18,0.0,0.0,42.7,54.8,164.2,3,0.363,1,0,1,274.3,0,1
4.15,0.0,0.0,76.2,5.3,185.8,3,0.277,3,0,1,507.1,1,0
2.78,0.0,0.0,71.3,127.3,175.9,2,0.127,1,1,3,586.3,4,1
-1.17,1.3,29.5,60.8,24.7,200.5,2,0.198,2,0,1,435.2,3,1
-15.92,0.0,0.0,63.5,102.0,237.1,3,0.207,1,4,2,559.4,0,1
3.04,0.0,0.0,76.4,150.4,162.0,2,0.167,3,0,1,274.7,4,0
12.65,4.65,41.6,48.0,54.1,71.8,3,0.625,1,0,1,216.5,2,1
2.28,0.0,0.0,68.1,17.5,37.8,2,0.28,1,0,1,134.8,4,0
-0.64,0.99,10.7,75.5,32.6,147.7,2,0.255,3,0,1,325.5,3,1
6.28,0.0,0.0,38.3,148.2,188.4,3,0.413,1,5,2,229.8,1,1
8.82,0.82,47.6,75.3,114.5,141.4,3,0.172,3,1,1,109.1,2,1
5.16,0.0,0.0,39.9,52.0,83.3,3,0.661,1,0,3,562.6,2,1
3.93,0.0,0.0,63.2,76.9,176.9,2,0.282,3,1,1,118.0,3,1
0.39,0.97,16.1,47.5,10.8,115.8,3,0.521,1,0,3,456.9,1,1
3.31,0.0,0.0,86.5,41.2,79.5,3,0.263,1,0,1,87.4,1,1
2.32,0.0,0.0,47.6,179.4,204.2,3,0.497,2,0,1,339.9,1,0
0.26,1.04,4.3,40.2,71.4,144.7,3,0.302,2,0,1,421.1,1,1
-17.21,0.0,0.0,67.0,30.2,78.8,3,0.33,3,1,1,179.0,0,1
-23.11,1.86,24.7,58.8,44.7,88.9,3,0.48,1,2,1,91.6,0,1
1.69,0.0,0.0,42.4,1.1,143.6,2,0.358,2,0,3,376.4,4,0
-18.84,0.0,0.0,72.9,2.2,110.2,3,0.302,1,1,2,381.6,0,0
2.92,0.0,0.0,35.1,53.1,51.1,2,0.438,3,1,1,221.6,4,1
-16.51,0.0,0.0,49.5,143.2,152.4,3,0.23,3,0,1,256.9,0,1
3.26,0.0,0.0,56.4,40.4,170.0,2,0.487,1,0,1,75.1,3,1
7.23,0.0,0.0,77.0,53.6,15.0,3,0.379,1,0,2,212.7,1,1
6.88,0.0,0.0,84.4,84.1,135.8,3,0.191,3,0,2,535.4,2,1
7.85,0.0,0.0,81.5,0.4,144.9,3,0.338,3,0,1,144.2,1,1
5.0,0.0,0.0,62.7,8.5,89.7,3,0.19,2,0,1,307.4,2,0
5.76,0.0,0.0,30.0,108.4,91.2,3,0.29,2,0,1,422.3,2,1
6.28,0.0,0.0,70.9,8.3,86.5,3,0.318,3,2,1,491.6,2,1
5.35,0.0,0.0,87.1,28.2,115.2,3,0.05,1,0,1,94.6,1,0
4.01,0.0,0.0,83.5,58.9,197.7,3,0.361,3,4,1,375.5,2,1
4.17,0.0,0.0,71.9,8.9,120.5,2,0.212,3,0,2,395.0,4,1
2.96,0.0,0.0,47.2,14.4,238.6,3,0.218,3,0,1,158.6,2,1
6.05,0.0,0.0,57.1,5.3,99.6,3,0.404,3,1,3,67.0,1,1
-17.74,0.0,0.0,94.0,44.1,172.3,3,0.166,3,1,2,514.4,0,1
3.34,0.0,0.0,43.7,95.5,138.5,3,0.216,1,4,1,292.0,1,1
-19.16,0.0,0.0,47.8,51.5,186.5,3,0.605,3,0,1,83.4,0,1
-20.53,0.32,2.5,79.1,17.2,214.9,3,0.11,1,0,1,367.9,0,1
7.45,0.0,0.0,58.5,35.4,130.1,2,0.312,1,1,2,257.3,4,1
-17.3,0.0,0.0,47.3,179.4,126.3,3,0.217,1,1,1,94.1,0,1
2.84,0.0,0.0,87.9,2.2,227.1,3,0.382,1,2,2,207.9,2,0
7.02,0.0,0.0,71.9,62.4,225.1,2,0.19,2,2,2,229.8,4,1
3.6,0.0,0.0,59.3,43.1,239.3,2,0.229,2,0,1,366.2,4,1
-21.02,0.61,12.4,47.8,109.0,50.2,3,0.202,1,2,1,271.8,0,1
-14.95,0.05,0.0,95.7,43.1,15.8,3,0.548,1,1,1,108.8,0,0
3.66,0.0,0.0,64.6,7.4,113.4,3,0.371,1,1,1,399.4,1,1
3.98,0.0,0.0,86.0,47.2,180.0,3,0.162,2,0,1,450.8,2,0
5.1,0.0,0.0,78.4,10.8,31.4,2,0.578,2,3,2,329.0,4,1
7.86,0.0,0.0,57.2,85.6,99.1,3,0.067,2,1,1,84.8,1,1
-17.45,0.0,0.0,57.3,31.5,145.8,3,0.069,3,0,1,106.8,0,0
2.0,0.0,0.0,86.7,39.6,62.8,3,0.335,2,0,2,569.6,1,0
6.36,0.0,0.0,86.9,4.2,179.5,2,0.237,1,1,1,154.2,4,1
-18.71,0.0,0.0,36.8,172.4,66.6,3,0.348,2,3,1,219.1,0,1
9.72,1.72,19.2,73.2,29.3,204.2,3,0.84,2,0,1,428.1,1,1
-17.5,0.0,0.0,63.2,105.0,93.4,3,0.309,1,3,1,485.5,0,1
-23.09,1.85,8.1,49.5,118.6,149.7,3,0.58,3,0,1,551.1,0,1
5.89,0.0,0.0,68.9,49.6,137.4,2,0.353,1,0,1,267.4,4,0
-12.64,2.36,18.6,44.8,121.9,81.7,3,0.286,3,1,1,595.8,0,1
8.94,0.94,5.8,58.0,38.8,113.8,3,0.301,1,0,1,107.1,1,1
9.58,0.0,0.0,53.0,29.4,205.3,2,0.315,2,0,1,504.6,4,0
-0.05,0.63,17.2,57.5,10.4,138.4,2,0.826,1,1,1,199.7,3,1
-15.22,0.0,0.0,63.9,24.6,27.5,3,0.537,3,0,1,565.4,0,1
3.2,0.0,0.0,49.8,50.8,175.4,3,0.05,3,0,1,528.1,2,1
5.56,0.0,0.0,88.6,5.9,56.1,2,0.288,1,0,3,469.2,4,0
1.82,0.11,4.0,72.4,149.2,124.4,3,0.296,1,0,1,382.1,2,1
3.39,0.0,0.0,91.9,0.9,120.4,3,0.501,2,0,2,168.0,2,1
3.31,0.0,0.0,62.6,42.3,124.5,3,0.258,1,0,3,304.1,2,1
4.75,0.75,6.9,56.8,11.7,22.0,2,0.407,1,3,1,69.1,3,1
-15.5,0.0,0.0,91.4,24.9,76.3,3,0.296,3,1,1,440.2,0,1
5.69,0.0,0.0,56.3,93.7,26.4,2,0.478,2,1,1,113.7,4,1
1.62,0.0,0.0,62.3,2.5,108.4,2,0.133,1,0,1,192.1,4,0
-18.28,0.0,0.0,75.8,48.5,154.8,3,0.569,2,0,3,184.8,0,1
3.13,0.0,0.0,46.4,16.1,162.2,2,0.201,1,3,3,483.4,4,1
7.17,0.0,0.0,75.7,68.5,29.5,2,0.079,3,1,1,270.4,4,1
5.45,1.45,29.9,73.8,11.2,41.8,2,0.285,1,2,2,344.0,3,0
7.64,0.0,0.0,84.0,164.8,163.8,3,0.434,1,0,2,164.7,1,1
3.11,0.0,0.0,78.4,25.7,134.5,3,0.195,1,1,1,233.8,2,0
-1.85,1.11,8.4,84.5,35.9,202.5,2,0.304,3,1,2,331.5,4,1
-21.92,1.15,65.0,63.3,53.2,61.2,3,0.077,1,0,1,156.8,0,1
8.55,0.0,0.0,52.1,24.3,42.1,2,0.357,2,2,3,429.4,4,0
4.0,0.0,0.0,96.6,31.5,96.5,2,0.068,2,0,2,297.1,4,1
0.62,0.23,40.9,42.1,0.8,158.3,2,0.05,3,0,1,591.0,3,0
9.11,1.11,20.4,43.6,56.1,124.3,3,0.079,1,0,1,185.6,1,1
8.16,0.16,14.9,73.5,16.5,37.2,3,0.068,3,1,3,267.8,2,1
-17.44,0.0,0.0,89.4,38.9,31.0,3,0.367,3,2,1,558.6,0,1
4.27,0.0,0.0,67.8,8.2,167.5,2,0.35,1,0,1,537.3,4,0
4.67,0.0,0.0,80.0,56.6,81.8,3,0.067,1,4,1,316.3,1,1
-16.93,0.0,0.0,35.1,34.9,165.6,3,0.494,3,0,1,118.0,0,1
6.5,2.5,11.6,57.5,33.8,81.4,2,0.138,2,3,1,274.8,3,1
3.56,0.0,0.0,36.9,101.7,85.8,2,0.093,3,1,1,373.0,3,1
4.32,0.32,7.4,76.7,40.6,62.2,2,0.716,3,3,3,189.8,3,1
-14.58,0.42,3.6,41.8,21.5,236.3,3,0.116,1,1,2,155.1,0,1
-0.42,0.85,10.9,45.8,14.0,18.6,2,0.29,1,0,2,342.3,3,1
4.39,0.39,4.7,72.7,94.8,43.6,2,0.272,1,0,1,146.8,3,1
1.76,0.0,0.0,80.9,40.5,203.2,2,0.442,2,2,1,531.0,3,0
-1.29,0.77,11.5,62.6,52.8,46.1,2,0.269,2,2,1,90.8,4,1
-0.32,1.39,21.7,73.6,9.6,78.2,3,0.207,2,1,1,593.1,1,1
2.45,0.0,0.0,73.1,8.4,74.1,3,0.729,2,1,2,345.9,1,1
6.33,0.0,0.0,61.8,70.2,171.8,2,0.113,3,0,1,591.0,4,1
5.28,0.0,0.0,48.6,9.8,107.5,3,0.271,1,0,3,463.3,2,1
5.46,0.0,0.0,73.5,12.0,204.1,3,0.515,2,0,2,134.1,2,1
9.88,1.88,12.2,74.2,5.2,183.2,3,0.376,1,1,1,175.1,1,1
-0.67,1.0,6.2,78.4,72.4,134.5,2,0.091,1,1,3,108.8,3,1
2.43,0.0,0.0,69.7,92.0,71.0,2,0.338,1,1,2,451.0,3,1
-16.74,0.0,0.0,47.5,170.5,193.3,3,0.476,3,1,1,142.8,0,1
3.16,0.0,0.0,75.4,139.0,209.8,3,0.231,1,0,1,443.0,2,1
5.07,0.0,0.0,65.0,82.7,203.2,2,0.101,1,0,2,522.7,4,1
1.0,0.6,7.3,57.8,49.0,26.6,3,0.484,2,0,2,276.4,1,1
8.52,0.52,3.9,60.6,12.4,172.0,3,0.123,2,0,1,413.6,1,1
